provider_id,year_month,claims_n,members_unique_n,billed_total,approved_total,avg_claim_amount,median_claim_amount,p95_claim_amount,emergency_claims_n,inpatient_claims_n,preventive_claims_n,duplicate_claims_n,suspicious_claims_n,dx_proc_mismatch_n,high_severity_share,suspicious_claim_ratio,provider_type,specialty_group,provider_archetype,cost_vs_peer_index,utilization_density_index,anomaly_score_provider,provider_alert_level
PRV00006,2025-10,21,21,23391.8,21588.95,1113.895238095238,253.61,2767.55,3,0,2,0,1,0,0.0,0.048,Hospital,General Medicine,Expensive,0.994,1.0,0.053,Normal
PRV00006,2025-11,13,13,6462.7300000000005,5587.34,497.13307692307694,343.27,1243.2719999999981,1,1,3,0,1,0,0.231,0.077,Hospital,General Medicine,Expensive,0.265,1.0,0.063,Normal
PRV00006,2025-12,11,11,26737.26,23705.53,2430.66,246.48,11039.375,3,1,1,0,1,0,0.182,0.091,Hospital,General Medicine,Expensive,1.725,1.0,0.249,Watchlist
PRV00007,2024-01,16,16,65896.1,62655.28,4118.50625,908.3050000000001,19386.317499999997,3,5,0,0,5,0,0.375,0.312,Hospital,General Medicine,Suspicious,2.879,1.0,0.719,High Alert
PRV00007,2024-02,19,19,19351.46,16091.08,1018.4978947368421,656.82,3505.4109999999973,4,2,0,1,11,0,0.211,0.579,Hospital,General Medicine,Suspicious,0.741,1.0,0.343,Watchlist
PRV00007,2024-03,13,13,13338.12,11459.5,1026.0092307692307,614.71,3330.6339999999946,1,2,1,0,3,0,0.154,0.231,Hospital,General Medicine,Suspicious,0.6,1.0,0.221,Watchlist
PRV00007,2024-04,9,9,33104.17,26825.58,3678.241111111111,321.88,17724.261999999988,0,3,0,0,3,1,0.333,0.333,Hospital,General Medicine,Suspicious,2.475,1.0,0.625,High Alert
PRV00007,2024-05,21,21,35347.159999999996,27356.89,1683.198095238095,486.94,4831.84,2,2,1,3,11,0,0.238,0.524,Hospital,General Medicine,Suspicious,2.238,1.0,0.633,High Alert
PRV00007,2024-06,17,17,14588.91,12565.29,858.1711764705882,470.65,2161.251999999996,2,1,3,0,8,0,0.176,0.471,Hospital,General Medicine,Suspicious,0.417,1.0,0.305,Watchlist
PRV00007,2024-07,13,13,11080.08,8923.57,852.3138461538462,494.45,2232.587999999997,0,3,1,0,6,1,0.308,0.462,Hospital,General Medicine,Suspicious,0.476,1.0,0.302,Watchlist
PRV00007,2024-08,11,11,7496.43,5940.89,681.4936363636364,711.73,1310.745,1,1,1,0,6,0,0.182,0.545,Hospital,General Medicine,Suspicious,0.471,1.0,0.331,Watchlist
PRV00007,2024-09,16,16,12095.449999999999,10303.17,755.9656249999999,654.225,1691.615,4,2,2,0,5,0,0.188,0.312,Hospital,General Medicine,Suspicious,0.552,1.0,0.249,Watchlist
PRV00007,2024-10,18,17,16136.640000000001,13186.73,896.48,442.41499999999996,3300.8044999999947,4,1,2,0,7,0,0.111,0.389,Hospital,General Medicine,Suspicious,0.468,1.059,0.276,Watchlist
PRV00007,2024-11,12,12,42083.85,36449.799999999996,3506.9874999999997,546.8199999999999,17055.156999999974,1,1,0,0,4,0,0.167,0.333,Hospital,General Medicine,Suspicious,2.55,1.0,0.644,High Alert
PRV00007,2024-12,10,10,11091.460000000001,9779.68,1109.1460000000002,567.45,3584.3979999999965,0,3,0,0,3,1,0.4,0.3,Hospital,General Medicine,Suspicious,0.841,1.0,0.245,Watchlist
PRV00007,2025-01,14,14,19322.46,13102.84,1380.1757142857143,680.25,4430.0845,4,2,1,1,9,1,0.286,0.643,Hospital,General Medicine,Suspicious,0.518,1.0,0.365,Watchlist
PRV00007,2025-02,17,17,11566.380000000001,9888.19,680.3752941176472,360.91,1939.29,1,3,0,0,6,0,0.235,0.353,Hospital,General Medicine,Suspicious,0.496,1.0,0.264,Watchlist
PRV00007,2025-03,16,16,26749.17,20303.719999999998,1671.823125,493.66499999999996,5636.285,1,1,2,0,3,0,0.125,0.188,Hospital,General Medicine,Suspicious,0.941,1.0,0.206,Normal
PRV00007,2025-04,10,10,11543.289999999999,10142.369999999999,1154.329,492.75,4191.450499999999,4,0,2,0,2,0,0.1,0.2,Hospital,General Medicine,Suspicious,0.642,1.0,0.21,Normal
PRV00007,2025-05,16,16,29904.95,24293.97,1869.059375,853.705,6936.205,3,3,0,2,8,1,0.188,0.5,Hospital,General Medicine,Suspicious,2.344,1.0,0.651,High Alert
PRV00007,2025-06,14,14,6065.73,5285.93,433.26642857142855,416.485,800.9969999999998,1,0,0,0,3,0,0.071,0.214,Hospital,General Medicine,Suspicious,0.317,1.0,0.215,Normal
PRV00007,2025-07,9,9,24019.07,16881.440000000002,2668.7855555555557,419.66,10888.873999999996,5,1,1,1,3,0,0.111,0.333,Hospital,General Medicine,Suspicious,2.116,1.0,0.536,High Alert
PRV00007,2025-08,25,24,188910.45,178408.01,7556.418000000001,539.67,23926.771999999928,2,5,3,1,11,0,0.36,0.44,Hospital,General Medicine,Suspicious,6.188,1.042,1.5,High Alert
PRV00007,2025-09,11,11,88857.9,69878.42,8077.990909090909,819.73,41150.134999999995,3,2,0,0,4,0,0.273,0.364,Hospital,General Medicine,Suspicious,2.96,1.0,0.757,High Alert
PRV00007,2025-10,13,13,59219.47,53859.87,4555.343846153846,349.11,25425.759999999966,2,2,3,0,3,0,0.154,0.231,Hospital,General Medicine,Suspicious,4.064,1.0,0.987,High Alert
PRV00007,2025-11,12,12,80820.14,69443.86,6735.011666666666,577.3050000000001,33812.67949999995,2,2,1,0,3,0,0.167,0.25,Hospital,General Medicine,Suspicious,3.585,1.0,0.874,High Alert
PRV00007,2025-12,10,10,7038.349999999999,5536.43,703.8349999999999,477.96000000000004,2020.572999999999,1,2,2,0,4,1,0.3,0.4,Hospital,General Medicine,Suspicious,0.499,1.0,0.28,Watchlist
PRV00008,2024-01,1,1,266.64,225.34,266.64,266.64,266.64,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,1.085,1.0,0.031,Normal
PRV00008,2024-02,2,2,279.95,251.18,139.975,139.975,143.6335,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.49,1.0,0.01,Normal
PRV00008,2024-03,6,6,1212.54,1069.55,202.09,121.265,416.1625,0,0,0,1,1,0,0.0,0.167,Pharmacy,Pharmacy,Normal,0.816,1.0,0.068,Normal
PRV00008,2024-04,2,2,624.85,582.48,312.425,312.425,396.7505,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,1.077,1.0,0.029,Normal
PRV00008,2024-05,5,5,1205.94,1090.6100000000001,241.18800000000002,240.94,357.984,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,1.08,1.0,0.03,Normal
PRV00008,2024-06,2,2,160.3,138.57999999999998,80.15,80.15,100.256,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.283,1.0,0.01,Normal
PRV00008,2024-07,3,3,2775.46,2189.24,925.1533333333333,302.45,2019.605,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,3.067,1.0,0.527,High Alert
PRV00008,2024-08,2,2,543.27,498.93999999999994,271.635,271.635,315.7935,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.973,1.0,0.01,Normal
PRV00008,2024-09,4,4,353.53,297.14,88.3825,80.99000000000001,155.33249999999995,0,0,0,0,1,0,0.25,0.25,Pharmacy,Pharmacy,Normal,0.296,1.0,0.098,Normal
PRV00008,2024-10,3,3,699.79,616.57,233.26333333333332,127.83,441.804,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,1.121,1.0,0.04,Normal
PRV00008,2024-11,3,3,2298.44,2136.69,766.1466666666666,78.99,1960.4129999999998,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,2.641,1.0,0.42,Watchlist
PRV00008,2024-12,4,4,724.57,671.4300000000001,181.1425,162.32999999999998,271.256,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.665,1.0,0.01,Normal
PRV00008,2025-01,4,4,1037.1100000000001,937.21,259.27750000000003,224.68,459.9194999999999,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,1.084,1.0,0.031,Normal
PRV00008,2025-02,4,4,1179.17,1056.08,294.7925,244.42,531.7299999999999,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,1.162,1.0,0.05,Normal
PRV00008,2025-03,9,9,1341.56,1122.55,149.0622222222222,107.62,326.37399999999997,0,0,0,1,1,0,0.0,0.111,Pharmacy,Pharmacy,Normal,0.637,1.0,0.049,Normal
PRV00008,2025-04,3,3,362.3,277.13,120.76666666666667,129.09,167.772,0,0,0,0,0,0,0.333,0.0,Pharmacy,Pharmacy,Normal,0.499,1.0,0.01,Normal
PRV00008,2025-05,3,3,322.15,284.26,107.38333333333333,75.44,179.34499999999997,0,0,0,1,1,0,0.0,0.333,Pharmacy,Pharmacy,Normal,0.435,1.0,0.127,Normal
PRV00008,2025-06,3,3,569.62,468.48,189.87333333333333,233.17,292.20099999999996,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.779,1.0,0.01,Normal
PRV00008,2025-07,7,7,1218.25,1116.74,174.03571428571428,163.97,296.74,0,0,1,0,1,0,0.0,0.143,Pharmacy,Pharmacy,Normal,0.557,1.0,0.06,Normal
PRV00008,2025-08,3,3,859.8700000000001,767.32,286.6233333333334,159.06,542.478,0,0,0,0,0,0,0.333,0.0,Pharmacy,Pharmacy,Normal,0.871,1.0,0.01,Normal
PRV00008,2025-10,4,4,464.65999999999997,360.98,116.16499999999999,101.875,167.57699999999997,0,0,1,0,1,0,0.0,0.25,Pharmacy,Pharmacy,Normal,0.469,1.0,0.098,Normal
PRV00008,2025-11,3,3,574.41,527.74,191.47,194.2,194.578,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.762,1.0,0.01,Normal
PRV00008,2025-12,5,5,724.87,636.26,144.974,158.86,234.22199999999998,0,0,1,0,0,0,0.2,0.0,Pharmacy,Pharmacy,Normal,0.497,1.0,0.01,Normal
PRV00009,2024-01,3,3,990.45,804.42,330.15000000000003,307.57,431.83299999999997,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.686,1.0,0.01,Normal
PRV00009,2024-02,3,3,884.45,818.1899999999999,294.81666666666666,231.87,436.323,0,0,0,1,2,0,0.0,0.667,Lab,Laboratory,Normal,0.498,1.0,0.243,Watchlist
PRV00009,2024-03,4,4,1556.1599999999999,1375.4,389.03999999999996,324.975,723.3189999999998,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.914,1.0,0.01,Normal
PRV00009,2024-04,4,4,743.48,675.27,185.87,124.78999999999999,344.01499999999993,0,0,1,0,0,0,0.25,0.0,Lab,Laboratory,Normal,0.434,1.0,0.01,Normal
PRV00009,2024-05,5,5,1987.2299999999998,1939.42,397.44599999999997,227.05,985.0659999999998,0,0,0,0,0,0,0.2,0.0,Lab,Laboratory,Normal,1.09,1.0,0.033,Normal
PRV00009,2024-06,2,2,387.92,358.57,193.96,193.96,269.47,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.391,1.0,0.01,Normal
PRV00009,2024-07,4,4,1827.83,1627.38,456.9575,483.45500000000004,707.9639999999999,0,0,0,0,0,0,0.25,0.0,Lab,Laboratory,Normal,1.146,1.0,0.046,Normal
PRV00009,2024-08,4,4,1000.49,857.02,250.1225,259.55,367.381,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.784,1.0,0.01,Normal
PRV00009,2024-09,2,2,671.6800000000001,605.98,335.84000000000003,335.84000000000003,479.183,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.939,1.0,0.01,Normal
PRV00009,2024-10,3,3,573.11,438.09,191.03666666666666,167.76,290.601,0,0,1,1,1,0,0.0,0.333,Lab,Laboratory,Normal,0.458,1.0,0.127,Normal
PRV00009,2024-11,3,3,2257.58,1817.12,752.5266666666666,329.84,1598.696,0,0,0,0,1,0,0.0,0.333,Lab,Laboratory,Normal,1.565,1.0,0.268,Watchlist
PRV00009,2024-12,5,5,1815.8200000000002,1576.47,363.16400000000004,342.64,520.9699999999999,0,0,0,0,0,0,0.2,0.0,Lab,Laboratory,Normal,0.663,1.0,0.01,Normal
PRV00009,2025-01,5,5,1304.98,1104.22,260.996,219.38,554.468,0,0,0,1,1,0,0.0,0.2,Lab,Laboratory,Normal,0.446,1.0,0.08,Normal
PRV00009,2025-02,2,2,777.6800000000001,697.69,388.84000000000003,388.84000000000003,466.6,0,0,0,0,1,0,0.0,0.5,Lab,Laboratory,Normal,1.122,1.0,0.216,Normal
PRV00009,2025-03,2,2,449.54999999999995,385.06,224.77499999999998,224.77499999999998,283.1535,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.721,1.0,0.01,Normal
PRV00009,2025-04,3,3,600.06,534.85,200.01999999999998,132.05,370.29799999999994,0,0,1,0,1,0,0.0,0.333,Lab,Laboratory,Normal,0.322,1.0,0.127,Normal
PRV00009,2025-05,4,4,2076.39,1952.1299999999999,519.0975,108.62,1555.6009999999994,0,0,1,0,1,0,0.5,0.25,Lab,Laboratory,Normal,1.192,1.0,0.146,Normal
PRV00009,2025-06,2,2,2838.02,2453.57,1419.01,1419.01,2490.118,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,2.331,1.0,0.343,Watchlist
PRV00009,2025-07,1,1,775.73,730.49,775.73,775.73,775.73,0,0,1,0,1,0,0.0,1.0,Lab,Laboratory,Normal,1.769,1.0,0.552,High Alert
PRV00009,2025-08,3,3,1044.1,913.64,348.0333333333333,364.21,486.86199999999997,0,0,0,1,1,0,0.0,0.333,Lab,Laboratory,Normal,0.533,1.0,0.127,Normal
PRV00009,2025-09,2,2,784.39,686.8199999999999,392.195,392.195,444.31850000000003,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.62,1.0,0.01,Normal
PRV00009,2025-10,3,3,1069.84,944.48,356.6133333333333,350.74,477.61299999999994,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Normal,1.042,1.0,0.021,Normal
PRV00009,2025-11,2,2,600.94,532.55,300.47,300.47,328.47799999999995,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.68,1.0,0.01,Normal
PRV00009,2025-12,2,2,399.81,343.69000000000005,199.905,199.905,205.01250000000002,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.448,1.0,0.01,Normal
PRV00010,2024-01,6,6,4831.110000000001,3941.2000000000003,805.1850000000001,311.435,2572.0550000000003,0,0,0,0,1,0,0.0,0.167,Imaging,Radiology,Normal,2.019,1.0,0.323,Watchlist
PRV00010,2024-02,3,3,1178.53,1047.76,392.8433333333333,454.28,510.55699999999996,0,0,0,0,0,0,0.333,0.0,Imaging,Radiology,Normal,1.174,1.0,0.053,Normal
PRV00010,2024-03,2,2,518.96,478.18,259.48,259.48,367.993,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.533,1.0,0.01,Normal
PRV00010,2024-04,3,3,604.75,527.97,201.58333333333334,168.29,272.45599999999996,0,0,0,1,2,0,0.0,0.667,Imaging,Radiology,Normal,0.371,1.0,0.243,Watchlist
PRV00010,2024-05,5,5,1356.3899999999999,1215.16,271.27799999999996,193.84,582.7659999999998,0,0,0,0,1,0,0.0,0.2,Imaging,Radiology,Normal,0.655,1.0,0.08,Normal
PRV00010,2024-06,3,3,608.9300000000001,556.0600000000001,202.9766666666667,126.14,363.704,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.448,1.0,0.01,Normal
PRV00010,2024-07,4,4,1336.0,1144.02,334.0,285.995,526.1664999999999,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,1.189,1.0,0.057,Normal
PRV00010,2024-08,2,2,477.13,462.92999999999995,238.565,238.565,360.0875,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.854,1.0,0.01,Normal
PRV00010,2024-09,5,5,3083.06,2820.9300000000003,616.612,532.88,1561.9239999999998,0,0,1,0,1,0,0.2,0.2,Imaging,Radiology,Normal,0.949,1.0,0.08,Normal
PRV00010,2024-10,2,2,423.08000000000004,364.46999999999997,211.54000000000002,211.54000000000002,288.65200000000004,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.719,1.0,0.01,Normal
PRV00010,2024-11,5,5,1406.29,1285.14,281.258,288.44,458.268,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.72,1.0,0.01,Normal
PRV00010,2024-12,2,2,308.82,297.49,154.41,154.41,174.75,0,0,1,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.409,1.0,0.01,Normal
PRV00010,2025-01,3,3,696.93,595.8,232.30999999999997,117.33,446.5679999999999,0,0,2,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.584,1.0,0.01,Normal
PRV00010,2025-02,2,2,623.4,568.42,311.7,311.7,421.869,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.655,1.0,0.01,Normal
PRV00010,2025-03,1,1,232.41,201.06,232.41,232.41,232.41,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.429,1.0,0.01,Normal
PRV00010,2025-04,3,3,600.24,522.47,200.08,170.69,298.265,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.522,1.0,0.01,Normal
PRV00010,2025-05,1,1,243.36,197.69,243.36,243.36,243.36,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.476,1.0,0.01,Normal
PRV00010,2025-06,3,3,2582.43,2203.14,860.81,530.49,1527.7709999999997,0,0,0,0,1,0,0.0,0.333,Imaging,Radiology,Normal,1.341,1.0,0.212,Normal
PRV00010,2025-07,6,6,2846.95,2450.31,474.4916666666666,336.395,1158.1499999999999,0,0,0,0,1,0,0.167,0.167,Imaging,Radiology,Normal,0.964,1.0,0.068,Normal
PRV00010,2025-08,5,5,1017.6300000000001,883.37,203.526,192.21,389.726,0,0,1,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.707,1.0,0.01,Normal
PRV00010,2025-10,3,3,367.81,320.17999999999995,122.60333333333334,117.85,172.516,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.318,1.0,0.01,Normal
PRV00010,2025-11,3,3,1645.5700000000002,1489.99,548.5233333333334,593.49,668.2620000000001,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.997,1.0,0.01,Normal
PRV00010,2025-12,3,3,347.09,310.2,115.69666666666666,127.52,133.47799999999998,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.398,1.0,0.01,Normal
PRV00011,2024-01,13,13,13147.41,11370.94,1011.3392307692308,210.33,4355.0499999999865,1,3,1,0,0,0,0.385,0.0,Hospital,General Medicine,Normal,0.707,1.0,0.01,Normal
PRV00011,2024-02,16,16,41491.58,27585.56,2593.22375,418.28,9061.805,2,5,3,1,2,0,0.312,0.125,Hospital,General Medicine,Normal,1.886,1.0,0.275,Watchlist
PRV00011,2024-03,14,14,9127.54,7674.28,651.9671428571429,295.65,1872.5094999999997,0,4,2,0,2,0,0.286,0.143,Hospital,General Medicine,Normal,0.381,1.0,0.06,Normal
PRV00011,2024-04,14,14,25784.84,21734.53,1841.7742857142857,262.055,8870.315499999997,1,3,0,0,1,1,0.214,0.071,Hospital,General Medicine,Normal,1.239,1.0,0.095,Normal
PRV00011,2024-05,18,18,8201.039999999999,7026.97,455.6133333333333,211.8,1102.1734999999953,2,0,3,0,0,0,0.111,0.0,Hospital,General Medicine,Normal,0.606,1.0,0.01,Normal
PRV00011,2024-06,12,12,28371.25,25766.81,2364.2708333333335,169.445,11959.710499999983,2,1,1,0,0,0,0.083,0.0,Hospital,General Medicine,Normal,1.149,1.0,0.047,Normal
PRV00011,2024-07,12,12,25918.47,22257.93,2159.8725,360.265,10360.965999999988,1,4,1,0,0,0,0.417,0.0,Hospital,General Medicine,Normal,1.206,1.0,0.061,Normal
PRV00011,2024-08,12,12,4288.86,3951.27,357.405,270.07,888.9649999999999,1,1,0,0,0,0,0.25,0.0,Hospital,General Medicine,Normal,0.247,1.0,0.01,Normal
PRV00011,2024-09,18,18,4000.8,3630.08,222.26666666666668,190.74,507.281,0,0,2,0,1,0,0.0,0.056,Hospital,General Medicine,Normal,0.162,1.0,0.03,Normal
PRV00011,2024-10,18,18,8466.15,6828.81,470.34166666666664,246.925,1894.5429999999983,4,1,1,0,1,1,0.111,0.056,Hospital,General Medicine,Normal,0.246,1.0,0.03,Normal
PRV00011,2024-11,15,14,12778.22,11389.19,851.8813333333333,195.79,2955.8259999999955,1,4,0,0,2,0,0.267,0.133,Hospital,General Medicine,Normal,0.619,1.071,0.057,Normal
PRV00011,2024-12,14,14,5819.9,5096.87,415.70714285714286,245.295,1070.1154999999997,4,1,0,0,2,1,0.143,0.143,Hospital,General Medicine,Normal,0.315,1.0,0.06,Normal
PRV00011,2025-01,14,14,5891.58,5255.41,420.82714285714286,204.645,1250.3269999999998,2,3,0,0,1,0,0.286,0.071,Hospital,General Medicine,Normal,0.158,1.0,0.035,Normal
PRV00011,2025-02,12,12,69905.32999999999,53178.82,5825.444166666665,344.07500000000005,30070.35599999995,1,3,1,0,1,1,0.25,0.083,Hospital,General Medicine,Normal,4.248,1.0,0.851,High Alert
PRV00011,2025-03,15,15,7549.27,6698.04,503.2846666666667,254.47,1464.8099999999997,0,2,4,0,2,0,0.2,0.133,Hospital,General Medicine,Normal,0.283,1.0,0.057,Normal
PRV00011,2025-04,15,15,5117.23,4289.76,341.14866666666666,259.6,920.7009999999998,2,1,1,0,3,0,0.267,0.2,Hospital,General Medicine,Normal,0.19,1.0,0.08,Normal
PRV00011,2025-05,12,12,14169.650000000001,11980.250000000002,1180.8041666666668,265.29499999999996,5392.221499999992,2,1,0,0,1,0,0.167,0.083,Hospital,General Medicine,Normal,1.481,1.0,0.159,Normal
PRV00011,2025-06,9,9,3916.95,3364.99,435.21666666666664,152.14,1290.2759999999998,0,2,0,0,3,0,0.222,0.333,Hospital,General Medicine,Normal,0.318,1.0,0.127,Normal
PRV00011,2025-07,18,18,12375.96,10435.89,687.5533333333333,257.71500000000003,2384.309999999995,3,3,1,1,1,0,0.389,0.056,Hospital,General Medicine,Normal,0.545,1.0,0.03,Normal
PRV00011,2025-08,19,19,14017.84,10949.779999999999,737.781052631579,235.92,1912.6869999999858,5,1,3,0,1,0,0.158,0.053,Hospital,General Medicine,Normal,0.604,1.0,0.029,Normal
PRV00011,2025-09,12,12,3423.13,3047.97,285.2608333333333,175.225,708.3584999999999,4,3,2,0,0,0,0.417,0.0,Hospital,General Medicine,Normal,0.105,1.0,0.01,Normal
PRV00011,2025-10,19,19,23962.23,22819.89,1261.17,253.57,6187.674999999993,4,3,2,0,2,1,0.263,0.105,Hospital,General Medicine,Normal,1.125,1.0,0.078,Normal
PRV00011,2025-11,14,14,10108.68,8994.46,722.0485714285714,555.355,1996.211,2,4,1,0,1,0,0.357,0.071,Hospital,General Medicine,Normal,0.384,1.0,0.035,Normal
PRV00011,2025-12,11,11,9769.76,7680.289999999999,888.16,188.84,3936.005,1,3,1,0,1,1,0.364,0.091,Hospital,General Medicine,Normal,0.63,1.0,0.042,Normal
PRV00012,2024-01,8,8,4279.59,3476.3,534.94875,423.495,1125.3014999999998,0,0,1,1,1,0,0.0,0.125,Specialist Center,Pulmonology,High Complexity,1.598,1.0,0.217,Normal
PRV00012,2024-02,3,3,1462.15,1244.44,487.3833333333334,475.86,708.8879999999999,0,0,1,0,0,0,0.0,0.0,Specialist Center,Pulmonology,High Complexity,1.128,1.0,0.056,Normal
PRV00012,2024-03,4,4,767.03,648.63,191.7575,187.585,269.6995,0,0,0,0,1,0,0.0,0.25,Specialist Center,Pulmonology,High Complexity,0.745,1.0,0.111,Normal
PRV00012,2024-04,5,5,867.28,678.48,173.456,132.26,345.15799999999996,0,0,0,0,0,0,0.0,0.0,Specialist Center,Pulmonology,High Complexity,0.646,1.0,0.024,Normal
PRV00012,2024-05,12,12,5512.55,4799.389999999999,459.37916666666666,196.46499999999997,1334.7799999999997,0,0,2,0,1,0,0.25,0.083,Specialist Center,Pulmonology,High Complexity,1.543,1.0,0.189,Normal
PRV00012,2024-06,7,7,2213.28,1914.31,316.1828571428572,247.67,742.6269999999996,0,0,2,0,1,0,0.0,0.143,Specialist Center,Pulmonology,High Complexity,0.989,1.0,0.074,Normal
PRV00012,2024-07,6,6,1992.27,1649.1599999999999,332.045,305.895,645.8275,0,0,0,1,2,0,0.0,0.333,Specialist Center,Pulmonology,High Complexity,1.255,1.0,0.204,Normal
PRV00012,2024-08,5,5,1687.57,1393.32,337.514,275.07,681.704,0,0,0,0,0,0,0.0,0.0,Specialist Center,Pulmonology,High Complexity,1.192,1.0,0.072,Normal
PRV00012,2024-09,6,6,911.77,788.71,151.96166666666667,161.71,209.86,0,0,0,0,0,0,0.0,0.0,Specialist Center,Pulmonology,High Complexity,0.497,1.0,0.024,Normal
PRV00012,2024-10,6,6,1412.19,1178.35,235.365,171.48,466.23,0,0,1,0,0,0,0.167,0.0,Specialist Center,Pulmonology,High Complexity,0.794,1.0,0.024,Normal
PRV00012,2024-11,3,3,610.13,518.2,203.37666666666667,172.44,264.114,0,0,0,0,0,0,0.0,0.0,Specialist Center,Pulmonology,High Complexity,0.54,1.0,0.024,Normal
PRV00012,2024-12,7,7,2256.39,2093.75,322.34142857142854,410.92,562.3289999999998,0,0,2,0,0,0,0.0,0.0,Specialist Center,Pulmonology,High Complexity,1.23,1.0,0.081,Normal
PRV00012,2025-01,4,4,651.23,588.9000000000001,162.8075,137.785,276.2749999999999,0,0,0,0,0,0,0.0,0.0,Specialist Center,Pulmonology,High Complexity,0.379,1.0,0.024,Normal
PRV00012,2025-02,8,8,2514.86,2164.18,314.3575,318.38,434.965,0,0,1,0,0,0,0.125,0.0,Specialist Center,Pulmonology,High Complexity,0.97,1.0,0.024,Normal
PRV00012,2025-03,11,11,3397.48,3117.2,308.8618181818182,195.7,733.8299999999999,0,0,2,1,2,0,0.0,0.182,Specialist Center,Pulmonology,High Complexity,1.119,1.0,0.117,Normal
PRV00012,2025-04,4,4,1509.34,1294.83,377.335,394.34000000000003,547.3865,0,0,0,0,0,0,0.25,0.0,Specialist Center,Pulmonology,High Complexity,1.105,1.0,0.05,Normal
PRV00012,2025-05,9,9,2801.35,2392.86,311.2611111111111,291.98,537.704,0,0,1,0,0,0,0.111,0.0,Specialist Center,Pulmonology,High Complexity,1.187,1.0,0.071,Normal
PRV00012,2025-06,12,12,4086.8,3612.09,340.56666666666666,267.41999999999996,633.3575000000001,0,0,0,0,2,0,0.0,0.167,Specialist Center,Pulmonology,High Complexity,1.139,1.0,0.117,Normal
PRV00012,2025-07,4,4,933.04,825.76,233.26,169.89499999999998,436.0814999999999,0,0,0,0,0,0,0.0,0.0,Specialist Center,Pulmonology,High Complexity,0.701,1.0,0.024,Normal
PRV00012,2025-08,10,10,4645.26,3951.11,464.526,315.125,1165.2479999999996,0,0,1,0,0,0,0.0,0.0,Specialist Center,Pulmonology,High Complexity,1.62,1.0,0.179,Normal
PRV00012,2025-09,9,9,3525.2,2879.62,391.68888888888887,270.44,984.8359999999998,0,0,1,0,0,0,0.0,0.0,Specialist Center,Pulmonology,High Complexity,1.114,1.0,0.053,Normal
PRV00012,2025-10,10,10,2936.86,2436.02,293.68600000000004,194.175,691.2099999999998,0,0,0,3,3,0,0.0,0.3,Specialist Center,Pulmonology,High Complexity,0.996,1.0,0.129,Normal
